1000 1113.62 
1100 841.642 
1200 649.714 
1300 511.439 
1400 409.483 
1500 332.433 
1600 273.527 
1700 227.466 
1800 191.032 
1900 161.848 
2000 138.234 
2100 118.993 
2200 103.069 
2300 89.8257 
2400 78.7626 
2500 69.4071 
2600 61.4538 
2700 54.6534 
2800 48.804 
2900 43.7418 
3000 39.3666 
3100 35.5518 
3200 32.1929 
3300 29.2526 
3400 26.6542 
3500 24.35 
3600 22.3046 
3700 20.4832 
3800 18.8433 
3900 17.3902 
4000 16.0749 
4100 14.8836 
4200 13.817 
4300 12.85 
4400 11.9694 
4500 11.1669 
4600 10.4345 
4700 9.7658 
4800 9.15743 
4900 8.59906 
5000 8.0858 
5100 7.61337 
5200 7.17786 
5300 6.77578 
5400 6.40402 
5500 6.05974 
5600 5.74044 
5700 5.44453 
5800 5.17091 
5900 4.91616 
6000 4.67853 
6100 4.45653 
6200 4.24879 
6300 4.05406 
6400 3.8721 
6500 3.70346 
6600 3.54467 
6700 3.3949 
6800 3.25344 
6900 3.12187 
7000 2.99831 
7100 2.88103 
7200 2.76957 
7300 2.66639 
7400 2.56837 
7500 2.47477 
7600 2.38701 
7700 2.30435 
7800 2.22502 
7900 2.15039 
8000 2.08001 
8100 2.01216 
8200 1.94866 
8300 1.88815 
8400 1.8296 
8500 1.77555 
8600 1.72299 
8700 1.67315 
8800 1.62593 
8900 1.57996 
9000 1.53744 
9100 1.49577 
9200 1.45664 
9300 1.41888 
9400 1.38277 
9500 1.34845 
9600 1.31514 
9700 1.28387 
9800 1.25312 
9900 1.22454 
10000 1.19616 
10100 1.16996 
10200 1.14385 
10300 1.11967 
10400 1.09559 
10500 1.07326 
10600 1.05096 
10700 1.03035 
10800 1.00974 
10900 0.990628 
11000 0.971601 
11100 0.953789 
11200 0.936219 
11300 0.919562 
11400 0.903336 
11500 0.88771 
11600 0.872725 
11700 0.858021 
11800 0.844183 
11900 0.830344 
12000 0.817524 
12100 0.804744 
12200 0.792579 
12300 0.78077 
12400 0.769196 
12500 0.758285 
12600 0.747373 
12700 0.737163 
12800 0.727085 
12900 0.717292 
13000 0.707977 
13100 0.698661 
13200 0.689952 
13300 0.681343 
13400 0.672926 
13500 0.664967 
13600 0.657007 
13700 0.649458 
13800 0.6421 
13900 0.634752 
14000 0.62795 
14100 0.621148 
14200 0.614499 
14300 0.608208 
14400 0.601917 
14500 0.595874 
14600 0.590053 
14700 0.584231 
14800 0.578717 
14900 0.573332 
15000 0.567947 
15100 0.562895 
15200 0.557913 
15300 0.552932 
15400 0.548277 
15500 0.543663 
15600 0.53905 
15700 0.534744 
15800 0.530474 
15900 0.526205 
16000 0.5222 
16100 0.518246 
16200 0.514292 
16300 0.51055 
16400 0.506887 
16500 0.503223 
16600 0.49971 
16700 0.496317 
16800 0.492923 
16900 0.48961 
17000 0.486465 
17100 0.48332 
17200 0.480181 
17300 0.477266 
17400 0.474352 
17500 0.471437 
17600 0.468662 
17700 0.465959 
17800 0.463256 
17900 0.460598 
18000 0.458091 
18100 0.455585 
18200 0.453078 
18300 0.450704 
18400 0.448377 
18500 0.446051 
18600 0.443753 
18700 0.441594 
18800 0.439436 
18900 0.437277 
19000 0.435201 
19100 0.433196 
19200 0.431191 
19300 0.429187 
19400 0.427301 
19500 0.425439 
19600 0.423577 
19700 0.421723 
19800 0.419993 
19900 0.418262 
20000 0.416532 
20100 0.414827 
20200 0.413218 
20300 0.41161 
20400 0.410001 
20500 0.408424 
20600 0.406928 
20700 0.405431 
20800 0.403935 
20900 0.402468 
21000 0.401076 
21100 0.399684 
21200 0.398292 
21300 0.39692 
21400 0.395624 
21500 0.394328 
21600 0.393032 
21700 0.391739 
21800 0.390532 
21900 0.389325 
22000 0.388118 
22100 0.386911 
22200 0.385769 
22300 0.384645 
22400 0.38352 
22500 0.382395 
22600 0.381306 
22700 0.380257 
22800 0.379208 
22900 0.378159 
23000 0.377115 
23100 0.376136 
23200 0.375157 
23300 0.374179 
23400 0.3732 
23500 0.372259 
23600 0.371345 
23700 0.370432 
23800 0.369518 
23900 0.368605 
24000 0.36775 
24100 0.366896 
24200 0.366043 
24300 0.365189 
24400 0.364353 
24500 0.363555 
24600 0.362758 
24700 0.36196 
24800 0.361163 
24900 0.360393 
25000 0.359647 
25100 0.3589 
25200 0.358154 
25300 0.357408 
25400 0.356694 
25500 0.355995 
25600 0.355297 
25700 0.354598 
25800 0.353899 
25900 0.353233 
26000 0.352579 
26100 0.351925 
26200 0.35127 
26300 0.350616 
26400 0.349989 
26500 0.349376 
26600 0.348762 
26700 0.348149 
26800 0.347535 
26900 0.346942 
27000 0.346367 
27100 0.345791 
27200 0.345216 
27300 0.344641 
27400 0.344075 
27500 0.343535 
27600 0.342995 
27700 0.342454 
27800 0.341914 
27900 0.341374 
28000 0.340864 
28100 0.340356 
28200 0.339849 
28300 0.339341 
28400 0.338833 
28500 0.33834 
28600 0.337863 
28700 0.337385 
28800 0.336907 
28900 0.33643 
29000 0.335952 
29100 0.3355 
29200 0.335051 
29300 0.334602 
29400 0.334152 
29500 0.333703 
29600 0.33326 
29700 0.332836 
29800 0.332413 
29900 0.331989 
30000 0.331565 
30100 0.331142 
30200 0.33073 
30300 0.330331 
30400 0.329932 
30500 0.329533 
30600 0.329134 
30700 0.328735 
30800 0.328348 
30900 0.327971 
31000 0.327594 
31100 0.327217 
31200 0.32684 
31300 0.326463 
31400 0.326098 
31500 0.325742 
31600 0.325386 
31700 0.32503 
31800 0.324674 
31900 0.324318 
32000 0.32397 
32100 0.323633 
32200 0.323297 
32300 0.32296 
32400 0.322623 
32500 0.322286 
32600 0.321953 
32700 0.321634 
32800 0.321315 
32900 0.320996 
33000 0.320677 
33100 0.320358 
33200 0.320039 
33300 0.319733 
33400 0.319431 
33500 0.319128 
33600 0.318826 
33700 0.318523 
33800 0.318221 
33900 0.317923 
34000 0.317636 
34100 0.317349 
34200 0.317062 
34300 0.316775 
34400 0.316488 
34500 0.316201 
34600 0.315923 
34700 0.31565 
34800 0.315378 
34900 0.315105 
35000 0.314832 
35100 0.314559 
35200 0.314286 
35300 0.314026 
35400 0.313766 
35500 0.313506 
35600 0.313247 
35700 0.312987 
35800 0.312727 
35900 0.312468 
36000 0.312221 
36100 0.311973 
36200 0.311726 
36300 0.311478 
36400 0.311231 
36500 0.310984 
36600 0.310736 
36700 0.310501 
36800 0.310265 
36900 0.310029 
37000 0.309793 
37100 0.309557 
37200 0.309321 
37300 0.309086 
37400 0.308859 
37500 0.308634 
37600 0.308408 
37700 0.308183 
37800 0.307958 
37900 0.307732 
38000 0.307507 
38100 0.307287 
38200 0.307072 
38300 0.306856 
38400 0.306641 
38500 0.306426 
38600 0.30621 
38700 0.305995 
38800 0.305781 
38900 0.305574 
39000 0.305368 
39100 0.305162 
39200 0.304955 
39300 0.304749 
39400 0.304543 
39500 0.304336 
39600 0.304135 
39700 0.303937 
39800 0.303739 
39900 0.303542 
40000 0.303344 
40100 0.303147 
40200 0.302949 
40300 0.302751 
40400 0.30256 
40500 0.30237 
40600 0.302181 
40700 0.301991 
40800 0.301801 
40900 0.301612 
