7.815638E+12	7.397556E+12	7.029563E+12	6.702983E+12	6.411010E+12	6.148247E+12	5.910367E+12	5.693861E+12	5.495855E+12	5.313975E+12	5.146241E+12	4.990989E+12	4.846812E+12	4.712507E+12	4.587045E+12	4.469537E+12	4.359210E+12	4.255393E+12	4.157496E+12	4.065000E+12	3.977446E+12	3.894426E+12	3.815580E+12	3.740581E+12	3.669140E+12	3.600996E+12	3.535912E+12	3.473676E+12	3.414093E+12	3.356989E+12	3.302203E+12	3.249588E+12	3.199010E+12	3.150347E+12	3.103485E+12	3.058321E+12
9.388843E+12	8.927312E+12	8.514978E+12	8.144643E+12	7.810293E+12	7.506926E+12	7.230385E+12	6.977199E+12	6.744463E+12	6.529727E+12	6.330915E+12	6.146258E+12	5.974240E+12	5.813557E+12	5.663078E+12	5.521819E+12	5.388921E+12	5.263629E+12	5.145278E+12	5.033279E+12	4.927110E+12	4.826304E+12	4.730445E+12	4.639159E+12	4.552109E+12	4.468993E+12	4.389535E+12	4.313485E+12	4.240619E+12	4.170728E+12	4.103626E+12	4.039138E+12	3.977106E+12	3.917386E+12	3.859843E+12	3.804353E+12
1.062672E+13	1.015316E+13	9.722510E+12	9.330273E+12	8.972110E+12	8.644080E+12	8.342697E+12	8.064918E+12	7.808102E+12	7.569961E+12	7.348512E+12	7.142033E+12	6.949025E+12	6.768178E+12	6.598347E+12	6.438522E+12	6.287816E+12	6.145440E+12	6.010697E+12	5.882965E+12	5.761687E+12	5.646366E+12	5.536553E+12	5.431846E+12	5.331880E+12	5.236325E+12	5.144882E+12	5.057277E+12	4.973262E+12	4.892610E+12	4.815113E+12	4.740580E+12	4.668834E+12	4.599715E+12	4.533072E+12	4.468769E+12
1.160386E+13	1.114235E+13	1.071361E+13	1.031662E+13	9.949311E+12	9.609281E+12	9.294076E+12	9.001366E+12	8.728999E+12	8.475032E+12	8.237718E+12	8.015501E+12	7.806994E+12	7.610967E+12	7.426321E+12	7.252081E+12	7.087374E+12	6.931422E+12	6.783527E+12	6.643063E+12	6.509465E+12	6.382225E+12	6.260885E+12	6.145027E+12	6.034273E+12	5.928281E+12	5.826737E+12	5.729354E+12	5.635871E+12	5.546047E+12	5.459662E+12	5.376513E+12	5.296413E+12	5.219189E+12	5.144681E+12	5.072742E+12
1.236901E+13	1.193830E+13	1.152751E+13	1.113954E+13	1.077502E+13	1.043336E+13	1.011342E+13	9.813784E+12	9.532962E+12	9.269488E+12	9.021971E+12	8.789110E+12	8.569712E+12	8.362684E+12	8.167035E+12	7.981865E+12	7.806358E+12	7.639776E+12	7.481450E+12	7.330773E+12	7.187196E+12	7.050217E+12	6.919381E+12	6.794274E+12	6.674515E+12	6.559759E+12	6.449688E+12	6.344011E+12	6.242460E+12	6.144789E+12	6.050771E+12	5.960197E+12	5.872872E+12	5.788618E+12	5.707268E+12	5.628668E+12
1.295754E+13	1.257220E+13	1.219214E+13	1.182438E+13	1.147244E+13	1.113778E+13	1.082072E+13	1.052091E+13	1.023764E+13	9.970047E+12	9.717165E+12	9.478029E+12	9.251696E+12	9.037268E+12	8.833901E+12	8.640810E+12	8.457266E+12	8.282601E+12	8.116198E+12	7.957490E+12	7.805959E+12	7.661126E+12	7.522556E+12	7.389844E+12	7.262622E+12	7.140550E+12	7.023314E+12	6.910625E+12	6.802217E+12	6.697844E+12	6.597276E+12	6.500303E+12	6.406728E+12	6.316371E+12	6.229060E+12	6.144640E+12
1.339679E+13	1.306804E+13	1.272884E+13	1.239036E+13	1.205908E+13	1.173862E+13	1.143085E+13	1.113661E+13	1.085606E+13	1.058898E+13	1.033492E+13	1.009330E+13	9.863485E+12	9.644803E+12	9.436596E+12	9.238224E+12	9.049074E+12	8.868568E+12	8.696161E+12	8.531345E+12	8.373647E+12	8.222627E+12	8.077875E+12	7.939014E+12	7.805692E+12	7.677583E+12	7.554386E+12	7.435820E+12	7.321625E+12	7.211560E+12	7.105399E+12	7.002935E+12	6.903972E+12	6.808329E+12	6.715836E+12	6.626337E+12
1.370882E+13	1.344509E+13	1.315467E+13	1.285277E+13	1.254879E+13	1.224853E+13	1.195550E+13	1.167173E+13	1.139833E+13	1.113579E+13	1.088420E+13	1.064342E+13	1.041315E+13	1.019299E+13	9.982490E+12	9.781179E+12	9.588582E+12	9.404230E+12	9.227669E+12	9.058462E+12	8.896195E+12	8.740476E+12	8.590936E+12	8.447228E+12	8.309028E+12	8.176030E+12	8.047952E+12	7.924526E+12	7.805505E+12	7.690656E+12	7.579763E+12	7.472622E+12	7.369043E+12	7.268849E+12	7.171873E+12	7.077960E+12
1.391189E+13	1.371927E+13	1.348372E+13	1.322420E+13	1.295294E+13	1.267789E+13	1.240417E+13	1.213507E+13	1.187264E+13	1.161812E+13	1.137220E+13	1.113519E+13	1.090714E+13	1.068796E+13	1.047743E+13	1.027527E+13	1.008116E+13	9.894751E+12	9.715696E+12	9.543644E+12	9.378248E+12	9.219176E+12	9.066105E+12	8.918729E+12	8.776756E+12	8.639910E+12	8.507930E+12	8.380568E+12	8.257592E+12	8.138785E+12	8.023939E+12	7.912861E+12	7.805369E+12	7.701292E+12	7.600468E+12	7.502746E+12
1.402143E+13	1.390410E+13	1.372791E+13	1.351529E+13	1.328112E+13	1.303539E+13	1.278483E+13	1.253396E+13	1.228579E+13	1.204234E+13	1.180487E+13	1.157420E+13	1.135075E+13	1.113474E+13	1.092620E+13	1.072507E+13	1.053118E+13	1.034433E+13	1.016428E+13	9.990781E+12	9.823563E+12	9.662359E+12	9.506901E+12	9.356931E+12	9.212194E+12	9.072449E+12	8.937460E+12	8.807006E+12	8.680874E+12	8.558861E+12	8.440777E+12	8.326441E+12	8.215680E+12	8.108331E+12	8.004242E+12	7.903266E+12
